"","X","title","company","location","html","label","desc"
"126",127,"Intermediate-Level Data Analytics Modeler","ManTech International Corporation","Chantilly, VA","https://www.careerbuilder.com/job/J3L6236GSLHSCK1RMKL?ipath=JRG126&keywords=data+science&searchid=9a71731d-181e-4b50-8212-c3838b21c4d7&siteid=cbnsv","

Job Snapshot



Full-Time


Other Great Industries


Science


","
Group: 
MCISClearance Level Needed: 
TS/SCIShift: 
DayCategory: 
Scientific / AnalyticalBecome an integral part of a diverse team that leads the world in the Mission, Cyber, and Intelligence Solutions group. At ManTech International Corporation, you will help protect our national security while working on innovative projects that offer opportunities for advancement.Currently, ManTech is seeking a motivated, career and customer oriented Intermediate-Level Data Analytics Modeler to join our team in the Chantilly, VA area to provide unparalleled support to our customer and to begin an exciting and rewarding career within ManTech Position Requirements:• Must have a Bachelor’s Degree, preferably in a relevant area (Data Analytics, Data Modeling, or Statistics/Mathematics) and 7 years’ experience of relevant experience in statistical data modeling, software analytics or an Associate’s Degree and 10 years’ experience.• Subject Matter Expertise in statistical data modeling and programming algorithms with data visualization software packages, specifically Statistical Analytics Software and big data analytic capabilities, specifically Cloudera/Hadoop.• Must have the ability to travel domestically up to 10%.Security Requirements:• Must possess an active TS/SCI level clearance and will be subject to a Counter Intelligence polygraph.


BS in Computer Science, Statistics, Applied Math or equivalent. 5-7 years of relevant work experience. Previous experience using R, Matlab, Python Scikit-learn or other statistical modeling packages, with a focus on machine learning; experience with NLP a plus. Previous experience developing production systems for processing large volumes of structured and unstructured data in Java, Python or similar technology stack. Previous experience with Hadoop technology stack (Map reduce, HIVE/PIG, etc. Excellent verbal and written communication skills. Strong team player, capable of working collaboratively in customer teams.
"
"127",128,"Senior-Level Data Analytics Modeler","ManTech International Corporation","Chantilly, VA","https://www.careerbuilder.com/job/J3L2KG6HNG1LTQQX3BB?ipath=JRG127&keywords=data+science&searchid=9a71731d-181e-4b50-8212-c3838b21c4d7&siteid=cbnsv","

Job Snapshot



Full-Time


Other Great Industries


Science


","
Group: 
MCISClearance Level Needed: 
TS/SCIShift: 
DayCategory: 
Scientific / AnalyticalBecome an integral part of a diverse team that leads the world in the Mission, Cyber, and Intelligence Solutions group. At ManTech International Corporation, you will help protect our national security while working on innovative projects that offer opportunities for advancement.Currently, ManTech is seeking a motivated, career and customer oriented Senior-Level Data Analytics Modeler to join our team in the Chantilly, VA area to provide unparalleled support to our customer and to begin an exciting and rewarding career within ManTech Position Requirements:• Must have a Master’s Degree, preferably in a relevant area (Data Analytics, Data Modeling, or Statistics/Mathematics) and 10 years’ experience of relevant experience in statistical data modeling, software analytics or a Bachelor’s Degree and 15 years’ experience.• Subject Matter Expertise in statistical data modeling and programming algorithms with data visualization software packages, specifically Statistical Analytics Software and big data analytic capabilities, specifically Cloudera/Hadoop.• Must have the ability to travel domestically up to 10%.Security Requirements:• Must possess an active TS/SCI level clearance and will be subject to a Counter Intelligence polygraph.


BS in Computer Science, Statistics, Applied Math or equivalent. Over 10 years of relevant work experience. Proficiency in using R, Matlab, Python Scikit-learn or other statistical modeling packages, with a focus on machine learning; experience with NLP a plus. Proficiency in developing production systems for processing large volumes of structured and unstructured data in Java, Python or similar technology stack. Previous experience with Hadoop technology stack (Map reduce, HIVE/PIG, etc). Excellent verbal and written communication skills. Strong team player, capable of working collaboratively in customer teams.
"
"128",129,"Data Scientists Analysts","Altair","Dearborn, MI","https://www.careerbuilder.com/job/J3F40S6NMTMVDCGY0NK?ipath=JRG128&keywords=data+science&searchid=9a71731d-181e-4b50-8212-c3838b21c4d7&siteid=cbnsv","

Job Snapshot



Full-Time


Degree - 4 Year Degree


Other Great Industries


Research, Science, Information Technology


","
Altair ProductDesign is a global, multi-disciplinary product development consultancy of more than 700 designers, engineers, scientists, and creative thinkers. As a wholly owned subsidiary of Altair Engineering, Inc. (www.altair.com), this cross-functional organization is best known for its leadership in combining human and machine creativity to fuel innovation, automate processes, and develop new methods. Altair ProductDesign firmly advocates a user-centered, team-based design approach, and utilizes proprietary simulation and optimization technologies to help clients bring innovative, profitable products to market faster.
Description:
The Data Ops Analyst role resides within the client organization which was formed to support client's Blueprint for Mobility strategy and the client Plan for profitable growth. 
In this role, you will support the data requirements of the Data Scientists who are using analytics to achieve business outcomes including insights to accelerate our Connected Customer and Connected Vehicle initiatives. 
Your primary responsibilities will include profiling and transforming data that is replicated into client's Enterprise Data Lake. 
Your SQL and Statistical skills will be required to analyze, create transformations, develop reporting, and automate data profiling. 
You will need a good command of SQL and Statistics knowledge to check, identify, report and correct data quality issues.
Skills Required:
Advanced SQL knowledge and a good command of Statistics knowledge is a MUST HAVE
Skills Preferred:
Working experience in database marketing or automotive marketing data is preferred.
Experience Required:
MINIMUM 3 years of WORKING experience in data-centric projects
Experience Preferred:
Working Experience in Graph Databases is desirable but not required.
Education Required:
Bachelors degree in Computer Science, Statistics, Mathematics, or Physics.
Education Preferred:
Post-graduate degree
#Altair
"
"129",130,"Data Scientist - Technology Development","Direct Energy","Seattle, WA","https://www.careerbuilder.com/job/J3J72872Y7FSD2MYD5D?ipath=JRG129&keywords=data+science&searchid=9a71731d-181e-4b50-8212-c3838b21c4d7&siteid=cbnsv","

Job Snapshot



Full-Time


Experience - 2 to 3 years


Degree - Graduate Degree


Other Great Industries


Science, Information Technology


","
Operating as an internal startup, DE&P’s Technology and Product Development (T&PD) team is looking for self-starting and tech-savvy data scientist to join us at our Bellevue, WA office. Your role will be to help support the design and development of descriptive and predictive models, machine learning and optimization algorithms to provide actionable insight of big data for the DE&P in order to create commercial value and competitive advantage through data and information. You will be a key member of T&PD team and will have a significant role in building and maintaining world class advanced data analytics and modelling solutions for DE&P. 
Processing, cleansing, and verifying the integrity of data used for analytics
Enhancing data collection procedures to include information that is relevant for building analytic systems
Extending company’s data with third party sources of information when needed
Data mining using state-of-the art methods and produce actionable insight
Selecting features, building and optimizing classifiers using machine learning techniques
Design and develop predictive models and machine learning algorithms using advanced methodologies
Provide detailed analytics reports, presentations, and documentations


Strong background in advanced statistical modeling and machine learning techniques
Strong background in time-series forecasting methodologies
Excellent background in Linear and Non-Linear programming
Demonstrated ability to conduct data mining, design of experiments, and develop predictive models and machine learning algorithms
Strong programming skills, at least being efficient with one of low level languages, C++/Java, and one of scripting languages, Python or R
Excellent working knowledge of SQL, Hive, and Hadoop environment
Great written and oral communication skills
Ability to adapt and learn quickly in a changing and fast-paced environment
Knowledge of power and energy systems, such as wholesale power markets (PJM, ISO-NE, MISO, CAISO, etc.), Power Systems Analysis and Economics, Demand Response, Distributed Generation is advantageous
2-3 years of professional experience or academic equivalent
Experience in energy industry is desired but not essential
Experience of agile software development is desired
Proven ability to complete projects and achieve results in an ambiguous work environment
Experience using visualization techniques for presenting data and analysis
Proven track record of delivering high quality analytics insights and solutions
Experience communicating with diverse teams including data scientists, engineers, and product managers is desired
Require Master’s degree in a quantitative field such as, Computer Science, Statistics, Applied Mathematics, Econometrics, Operation Research, or similar
Ph.D. is preferred
ResponsibilitiesProcessing, cleansing, and verifying the integrity of data used for analytics
Enhancing data collection procedures to include information that is relevant for building analytic systems
Extending company’s data with third party sources of information when needed
Data mining using state-of-the art methods and produce actionable insight
Selecting features, building and optimizing classifiers using machine learning techniques
Design and develop predictive models and machine learning algorithms using advanced methodologies
Provide detailed analytics reports, presentations, and documentations
"
"130",131,"Data and Report QC Associate","Kelly Scientific Resources","Plainsboro Center, NJ","https://www.careerbuilder.com/job/J3L7396CNF440L5M829?ipath=JRG130&keywords=data+science&searchid=9a71731d-181e-4b50-8212-c3838b21c4d7&siteid=cbnsv","

Job Snapshot



Full-Time


Degree - 4 Year Degree


Other Great Industries


Biotech, Research, Science


","
 Data and Report Quality Control Associate6+ Month ContractPlainsboro NJ  Responsibilities:Independently perform QC function of data, reports, chromatograms, and more.
Verify test article, test system information
Performs various mathematical calculations including subtraction, addition, multiplication, division, and statistical analysis including means, standard deviations, coefficient of variation (% std dev), etc.
Checks raw data sheets.
Verifies that data entered in spreadsheets are correct.
Responsible for checking LSC/HPLC reconstructed chromatograms.
Responsible for keeping a record of verified data.
Verify text, tables and figures in reports.
Assist in providing training to QC Associate I.
Provides support services to Quality Assurance Unit as requested.
Thorough understanding of Good Laboratory Practices pertaining to the study.
Promotes implementation and compliance with company safety policies, practices, and procedures in order to maintain a safe work environment and minimize or eliminate injury.
Other duties as assigned.
 Qualifications:Bachelor’s degree in chemistry, biology, or a related discipline preferred
2-4 years of relevant experience, or equivalent
Any similar combination of education and experience
Must have experience in a GLP environment. Experience in a GMP regulated environment will not be accepted. 
 Note: Willing to consider candidates from a relevant laboratory environment who would like to transition to data review/data QC.

Why Kelly®?
With Kelly, you’ll have access to some of the world’s highest-regarded scientific organizations—providing you with opportunities to work on today’s most challenging, research-intensive, and relevant projects. Our connections can lead you to innovative scientific pursuits you’ll be proud to help advance. We work with 95 of the Fortune 100™ companies, and found opportunities for more than 11,000 scientific professionals last year.
You pursued a career in science to fuel your quest for knowledge and your desire to make the world a better place. Let Kelly fuel your career—connect with us today.
About
Kelly Services®
As a workforce advocate for over 70 years, we are proud to directly employ nearly 500,000 people around the world and have a role in connecting thousands more with work through our global network of talent suppliers and partners. Revenue in 2016 was $5.3 billion. Visit kellyservices.com and connect with us on Facebook, LinkedIn and Twitter.
Kelly Services is an equal opportunity employer including, but not limited to, Minorities, Females, Individuals with Disabilities, Protected Veterans, Sexual Orientation, Gender Identity and is committed to employing a diverse workforce. Equal Employment Opportunity is The Law.
"
"131",132,"SR. GLOBAL DATA MANAGER","Johnson & Johnson","Raritan, NJ","https://www.careerbuilder.com/job/J3L5DB72RS5VP64M04R?ipath=JRG131&keywords=data+science&searchid=9a71731d-181e-4b50-8212-c3838b21c4d7&siteid=cbnsv","

Job Snapshot



Full-Time


Other Great Industries


Health Care, Management, Science


","
Janssen Research & Development, LLC, a member of Johnson & Johnson's Family of Companies, is recruiting for a Global Data Manager. At the Janssen Pharmaceutical Companies of Johnson & Johnson, what matters most is helping people live full and healthy lives. We focus on treating, curing and preventing some of the most devastating and complex diseases of our time. And we pursue the most promising science, wherever it might be found. Janssen Research & Development, LLC discovers and develops innovative medical solutions to address important unmet medical needs in oncology, immunology, neuroscience, infectious diseases and vaccines, and cardiovascular and metabolic diseases. Please visit www.JanssenRnD.com for more information. The GDM will be responsible to take a leadership role with the CRO, the trial customer(s) and other internal and external partners to establish, align and confirm data management expectations for assigned trial(s). With the trial customer, CRO and other functional partners the GDM establishes conventions and quality expectations for clinical data and sets timelines and follow-up regularly to ensure delivery of all Data Management milestones. The Sr. GDM will ensure compliance with Standard Operating Procedures (SOPs), policies and regulatory requirements from trial start-up through data-base lock and trial close-out. Represent functional area(s) in divisional/company-wide process initiatives. Principal responsibilities will includePerforms trial level oversight controls as described in the oversight plan, Quality Control (QC) process and work instructions with minimal Data Delivery Lead (DDL) direction. Reviews clinical data management documents ensuring appropriate quality, scientific content, organization, clarity, accuracy, format and consistency. Ensures compliance with regulatory guidelines and the documentation matrix. Ensures real-time inspection readiness of all Data Delivery (DD) deliverables for the trial; Participate in Regulatory Agency and J&J internal audits as necessary. Plans and tracks content, format, quality, and timing of data management deliverables, including, but not limited to, CRF, data review plan, QC plan, oversight plan, database release plan, final datasets, submission plan and archival. Ensures deliverables are on time. Takes a leadership role with the assigned clinical working group(s) to ensure that DD and TA trial needs and deliverables are met. Identifies and communicates lessons learned, best practices and frequently asked questions at the trial level. Identifies and participates in process, system, and tool improvement initiatives within DD. Presents and trains at investigator and monitor meetings. QualificationsQualificationsA minimum of a BS/BA degree or professional experience equivalent. Minimum of 3 years Clinical Data Management experience. Experience with any of the following Therapeutic Areas preferred: Oncology, Neuroscience, Immunology, Cardiovascular, Metabolics, Infectious Diseases, Vaccines. Electronic Data Capture (Medidata RAVE, Inform) platforms preferred Experience in clinical drug development within the pharmaceutical industry or related industry. SAS experience is desired Vendor oversight experience is desired. Team leadership experience is desired. Project management experience is desired. We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. Primary LocationUnited States-New Jersey-Raritan OrganizationJanssen Research & Development, LLC. (6084) Job FunctionClinical Data ManagementRequisition ID5498170707"
"132",133,"Federal Senior Solution Specialist – Data Scientist","Deloitte","Orlando, FL","https://www.careerbuilder.com/job/J3J0ZW6RGHCG9QSGVZR?ipath=JRG132&keywords=data+science&searchid=9a71731d-181e-4b50-8212-c3838b21c4d7&siteid=cbnsv","

Job Snapshot



Full-Time


Degree - 4 Year Degree


Other Great Industries


Science


","
Federal Senior Solution Specialist – Data Scientist – USDCAre you an experienced, passionate pioneer intechnology – someone who gets excited about thepossibilities of turning data into insights on a daily basis in a highlycollaborative environment? Do you like that think-tank feel and ability to share new ideas with yourcolleagues - without the extensive demands of travel?  If so, consider anopportunity with our US Delivery Center – we are breaking the mold of a typicalDelivery Center.Our US Delivery Centers have been growing since 2014with significant, continued growth on the horizon.  Interested? Read more aboutour opportunity below … Work you’ll do/Responsibilities •       Lead mission analytics teams on automated techniques to gather data from databases•       Display ability to clean data, transform and load transformed data into finalized structure in accordance with client requirements•       Develop and architect ETL and database solutions across multiple platforms•       Demonstrate ability to extract data through web services/crawlers, direct access, source and relational databases•       Display strong knowledge of Big data and cloud specific to solutions such as Hadoop and Spark  The Team From our centers, we work with Deloitte consultants todesign, develop and build solutions tohelp clients reimagine, reshape and rewire the competitive fabric of entireindustries.  Our centers house a multitudeof specialists, ranging from systems designers, architects and integrators, tocreative digital experts, to cyber risk and human capital professionals. Allwork together on diverse projects from advanced preconfigured solutions andmethodologies, to brand-building and campaign management.  We are a uniqueblend of skills and experiences, yet we underline the value of each individual,providing customized career paths, fostering innovation and knowledgedevelopment with a focus on quality.  The US Delivery Center supports acollaborative team culture where we work and live close to home withlimited travel. QualificationsRequired•       Bachelor's degree in Computer Science, Engineering, Statistics, Math and or equivalent experience•       7 years’ of data extraction/manipulation using scripts specific to C, C , Perl, Python, VBA, PL/SQL, XML, JSON•       Experience in data modeling, analysis, design, development and implementation of complex enterprise data solutions  •       7 years’ of experience with presentation and data analysis software such as: SAS, R, SPSS, MATLAB, Qlikview, Excel and Access •       Experience with cloud services including Hadoop, MR, and Spark•       Ability to troubleshoot and problem solve complex business issues•       Must be a US Citizen•       Must be willing to live and work in the Orlando, FL area  Preferred•       Experience with BI Tools such as: Informatica, Pentaho, Power Exchange•       Deep visual tools knowledge across multiple platforms: Qlikview, Cognos 8, Cognos CRN and BI modeling•       Data analytics experience in cloud environments such as: Hadoop, ZoomData, Amazon Web Services •       Ability to lead teams to provide efficient solutions on data design and analytics as well as data performance issues How you’ll growAt Deloitte, our professional developmentplan focuses on helping people at every level of their career to identify anduse their strengths to do their best work every day. From entry-level employeesto senior leaders, we believe there’s always room to learn. We offer opportunitiesto help sharpen skills in addition to hands-on experience in the global,fast-changing business world.  Fromon-the-job learning experiences to formal development programs, ourprofessionals have a variety of opportunities to continue to grow throughouttheir career. BenefitsAt Deloitte, we know that great people make a greatorganization. We value our people and offer employees a broad range ofbenefits.  Deloitte’s cultureOur positive and supportive culture encourages ourpeople to do their best work every day. We celebrate individuals by recognizingtheir uniqueness and offering them the flexibility to make daily choices thatcan help them to be healthy, centered, confident, and aware. We offerwell-being programs and are continuously looking for new ways to maintain aculture where our people excel and lead healthy, happy lives.  Corporate citizenshipDeloitte is led by a purpose: to make an impact thatmatters. This purpose defines who we are and extends to relationships with our clients,our people and our communities.  Webelieve that business has the power to inspire and transform. We focus oneducation, giving, skill-based volunteerism, and leadership to help drivepositive social impact in our communities.  Learn moreabout Deloitte’s impact on the world. RecruitertipsWewant job seekers exploring opportunities at Deloitte to feel prepared andconfident. To help you with your interview, we suggest that you do yourresearch: know some background about the organization and the business areayou’re applying to. Check outrecruiting tips from Deloitte professionals. 



"
"133",134,"Study Data Manager III","Kelly Scientific Resources","South San Francisco, CA","https://www.careerbuilder.com/job/J3L5K67490YLYNZ0ZTX?ipath=JRG133&keywords=data+science&searchid=9a71731d-181e-4b50-8212-c3838b21c4d7&siteid=cbnsv","

Job Snapshot



Full-Time


Degree - 4 Year Degree


Other Great Industries


Biotech, Research, Science


","
Kelly Scientific Resources is the world's most recognized brand in Scientific Staffing with more than 100 locations in the North America, Europe and the Pacific Rim. Our scientists contribute to the research and development of products that are used daily in the home, such as medical devices or pharmaceutical products. We employ more than 700 clinical research professionals and 4,500 scientists on an average workday on a temporary, project and full-time basis in a broad spectrum of industries and disciplines.  We currently have an exciting opportunity in the San Francisco area as a Study Data Manager III.The informatics group within Clinical Data Capture group is looking for an individual with strong experience building studies in Rave and performing amendments/migrations.This is a short term opportunity that can allow a Clinical Programmer to experience the working environment in an IT organization within the Biotech industry.This individual will work with the IT group on the Data Capture Hub, a project to extract data from Rave using ODM and store it in a central location.   The individual will work as an SME to come up with scenarios that can happen in Rave on a day-to-day basis and especially during study amendments/migrations.  The scenarios will need to be documented and performed in a test environment.Skills: 1. Experience as a Clinical Programmer.2.  3+ years hands-on experience with Medidata Rave Architect and Amendment modules is mandatory.2.  Good communication skills and willing to work in a Global environment.3.  Independent worker.Keywords:Education: B.A./B.S. or equivalent with a minimum of 3 years’ experience in Clinical Programming and Medidata Rave Skills and Experience:Required Skills:BIOSTATISTICSCDMCLINICAL DATA MANAGEMENTDATA MANAGEMENTDRUG DEVELOPMENTAdditional Skills:MS OFFICEORGANIZATIONAL SKILLSSOLUTIONSSTATISTICAL PROGRAMMINGCLINICAL RESEARCHDATABASEDATABASE DEVELOPMENTLEADSPROTOCOL DESIGNTESTINGWEB DATABASE3 month contract rolePlease apply now for immediate consideration!

Why Kelly®?
With Kelly, you’ll have access to some of the world’s highest-regarded scientific organizations—providing you with opportunities to work on today’s most challenging, research-intensive, and relevant projects. Our connections can lead you to innovative scientific pursuits you’ll be proud to help advance. We work with 95 of the Fortune 100™ companies, and found opportunities for more than 11,000 scientific professionals last year.
You pursued a career in science to fuel your quest for knowledge and your desire to make the world a better place. Let Kelly fuel your career—connect with us today.
About
Kelly Services®
As a workforce advocate for over 70 years, we are proud to directly employ nearly 500,000 people around the world and have a role in connecting thousands more with work through our global network of talent suppliers and partners. Revenue in 2016 was $5.3 billion. Visit kellyservices.com and connect with us on Facebook, LinkedIn and Twitter.
Kelly Services is an equal opportunity employer including, but not limited to, Minorities, Females, Individuals with Disabilities, Protected Veterans, Sexual Orientation, Gender Identity and is committed to employing a diverse workforce. Equal Employment Opportunity is The Law.
"
"134",135,"LIMS Data Entry","Kelly Scientific Resources","Boerne, TX","https://www.careerbuilder.com/job/J3F2ZM5XX90W1GQ9LJK?ipath=JRG134&keywords=data+science&searchid=9a71731d-181e-4b50-8212-c3838b21c4d7&siteid=cbnsv","

Job Snapshot



Full-Time


Degree - 4 Year Degree


Other Great Industries


Biotech, Research, Science


","
 LIMS Data Entry – San Antonio, TX  Kelly Scientific Resources is currently seeking multiple LIMS (Laboratory Information Management System) Data Entry for one of our top clients in San Antonio, TX. As a LIMS Data Entry placed with Kelly Scientific Resources, you will loading data into LIMS Labware, review and interpretation of analytical test methods, product specifications, analytical test instructions, stability information. Additional Job Responsibilities:Demonstrate technical competence in the interpretation of test methods and specifications
Understanding of laboratory cGMPs
Responsible for data capture
Review laboratory test methods and specifications and convert into LIMS program
 Job Requirements:Bachelor’s degree in related field
Experience with LIMS (Laboratory Information Management System)
Preferred experience with implementation or maintenance of LIMS programs
Pharmaceutical, food, medical device, environmental industry experience is a plus
2+ years’ experience of laboratory analytical testing
Good mathematical skills
 

Why Kelly®?
With Kelly, you’ll have access to some of the world’s highest-regarded scientific organizations—providing you with opportunities to work on today’s most challenging, research-intensive, and relevant projects. Our connections can lead you to innovative scientific pursuits you’ll be proud to help advance. We work with 95 of the Fortune 100™ companies, and found opportunities for more than 11,000 scientific professionals last year.
You pursued a career in science to fuel your quest for knowledge and your desire to make the world a better place. Let Kelly fuel your career—connect with us today.
About
Kelly Services®
As a workforce advocate for over 70 years, we are proud to directly employ nearly 500,000 people around the world and have a role in connecting thousands more with work through our global network of talent suppliers and partners. Revenue in 2016 was $5.3 billion. Visit kellyservices.com and connect with us on Facebook, LinkedIn and Twitter.
Kelly Services is an equal opportunity employer including, but not limited to, Minorities, Females, Individuals with Disabilities, Protected Veterans, Sexual Orientation, Gender Identity and is committed to employing a diverse workforce. Equal Employment Opportunity is The Law.
"
"135",136,"Scientist, Analytical Development, Separation Sciences","ProClinical","Gaithersburg, MD","https://www.careerbuilder.com/job/J3K86R63BF5PHWBZLG9?ipath=JRG135&keywords=data+science&searchid=9a71731d-181e-4b50-8212-c3838b21c4d7&siteid=cbnsv","

Job Snapshot



Full-Time


Biotechnology


Science


Relocation - No


","
At ProClinical, we are recruiting for a permanent position as a Scientist – Analytical Development and Separation Sciences, at a clinical-stage vaccine company. The qualified individual will have experience with separation sciences methods used for analysis of complex protein samples, including recombinant protein biotherapeutics and vaccine products. Prior experience with the development and application of spectroscopic, chromatography, capillary electrophoresis, SDS-PAGE is required.  Familiarity with other analytical techniques for protein analysis and characterization, including mass spectrometry, are a plus.  The position requires initiation and involvement in development and qualification/validation of assays, assistance in assay investigations and troubleshooting.  The ideal candidate will have experience making detailed observations, analyzing data, interpreting results, preparing reports and standard operating procedures, and exercising appropriate technical judgment in the design, execution, and interpretation of experiments.  The candidate will work independently and collaborate with other team members and other groups.ResponsibilitiesDevelop and qualify chromatographic and electrophoretic methods for product release, in-process sample testing and characterization of recombinant protein vaccine products.
Apply new cutting-edge technologies for in-process testing.
Act as a subject matter expert on cross-functional teams and guide development work at external contractor organizations.
Perform method qualification/validation, and method transfer to other departments (e.g. QC).
Thoroughly analyze results and methods, solve analytical problems, and troubleshoot assays.
Maintain effective communication with process development, formulation, QC, discovery, and clinical groups.
Write, review, and edit SOPs.
Prepare technical reports and scientific journal publications and presentations.
Provide selected sections for CMC regulatory filing.
Present scientific findings at internal meetings and external conferences.
Skills And RequirementsPh.D. in biological science, biochemistry, or analytical chemistry.
Thorough understanding of electrophoretic and chromatographic techniques in protein analysis and familiarity with gel electrophoresis, HPLC, and CE methods required.
Experience in pharmaceutical, biologics, and/or vaccine development preferred.
Demonstrated ability to critically analyze data using statistical tools and to compile technical reports.

To Apply:
Please click on the Apply button. Please include a short note outlining why you are interested in the role and why you think you are suitable.
In case you have difficulty in applying or if you have any questions, please call Herman Bradford at ( 1) 6463671088 or upload your resume on our website - www.proclinical.com.
A full job description is available on request.
ProClinical is a specialist employment agency and recruitment business, providing job opportunities within major pharmaceutical, biopharmaceutical, biotechnology and medical device companies.

"
"136",137,"Data Review Scientist","Charles River","Newark, DE","https://www.careerbuilder.com/job/J8Q1PV6YZ2RDH80G4KY?ipath=JRG136&keywords=data+science&searchid=9a71731d-181e-4b50-8212-c3838b21c4d7&siteid=cbnsv","

Job Snapshot



Full-Time


Experience - At least 3 year(s)


Degree - 4 Year Degree


Biotechnology, Pharmaceutical, Healthcare - Health Services


Science, Biotech, Research


","
About the Company:
At Charles River, we are passionate about our role in improving the quality of people’s lives. Our mission, our excellent science and our strong sense of purpose guide us in all that we do, and we approach each day with the knowledge that our work helps to improve the health and well-being of many across the globe.
Our collective efforts as One Charles River are the key to our success, and we know that every person is important. Every day, each of us plays a critical role in making a difference in the quality of people's lives.
From our animal technicians and security guards to our business managers and executive team, we’re working together to support better, safer and more effective research. 
BASIC SUMMARY:
Responsible for the analytical process work for the DNA sequence laboratory.  Assemble all sequence data and generate identification reports. Ensure that all regulatory requirements and GMP compliance are adhered to.
ESSENTIAL DUTIES AND RESPONSIBILITIES:
Provide daily support for the sequence data assembly process.
Analyze, generate and evaluate identification reports with accuracy and precision meeting the standards of all accrediting and regulatory agencies.
Provide support for trouble shooting problems in the sequencing laboratory.
Maintain and enhance sample tracking databases in accordance with SOPs.
Perform and improve upon procedures and protocol.
Apply attention to detail in identification, record keeping and result verification.
Provide support for laboratory as needed.
Provide support for regulatory agencies as required.
May participate in special projects.
Ensure adherence to pertinent regulatory requirements and to departmental policies, practices and procedures [SOPs, safety procedures and biosafety protocols].
Perform all other related duties as assigned.



Education: Bachelor’s Degree (B.A. /B.S.) in Biological Science or related discipline required.

Experience: Three years of experience in Biology or related field. Laboratory, sequencing and data assembly experience is preferred. Experience in using sequencing software and/or NCBI a plus.
An equivalent combination of education and experience may be accepted as a satisfactory substitute for the specific education and experience listed above.

Certification/Licensure: None.

Other: Must have working knowledge of the Quality System 

Equal Employment Opportunity

Charles River Laboratories, Inc. is an Equal Opportunity Employer M/F/Disabled/Vet

"
"137",138,"Machine Learning Software Engineer","HireNetworks","Lexington, SC","https://www.careerbuilder.com/job/J9021W6BK39Q47R7DMW?ipath=JRG137&keywords=data+science&searchid=9a71731d-181e-4b50-8212-c3838b21c4d7&siteid=cbnsv","

Job Snapshot



Full-Time


Travel - None


Experience - 3 to greater than 15 years


Degree - Graduate Degree


$70,000 - $90,000.00 with equity and annual bonus


Computer Software, Computer Hardware, Other Great Industries


Information Technology, Professional Services, Other


","
Machine Learning Software Engineer
Join the rapidly growing team of top-notch software engineers working on the next generation platform for cloud and virtualization powered by machine learning analytics. The Machine Learning Software Engineer position is a full-time position with one of our clients in Lexington, SC. The target salary range is $70,000 - $90,000 with benefits including medical, dental, vision, 401(K) with employer matching, 15 days PTO, 11 paid holidays, an incentive plan (Stock Option & Bonus), and others. Relocation assistance is available for the right fit. No travel or telecommuting. No sponsorship or C2C arrangements available. If this sounds like a good fit for you, submit a resume today!Responsibilities of the Machine Learning Software Engineer:Apply machine learning principals to the large data-sets
Address many challenging use cases in cloud and virtualization


Requirements of the Machine Learning Software Engineer:Master's Degree Required (Ph.D. preferred) in the field of applied statistics, mathematics or computer science
3-5+ years of experience on a development team, shipping production software
3+ years of experience with Java SpringSource or equivalent experience with an object-oriented language such as C++, C#
Agile software development practice

Data Mining and Machine learning experience including:
Solid understanding and experience in applying and implementing machine learning algorithms and concepts such as: K-means Clustering (varieties), Gaussian distribution, decision tree, boosting, etc.
Experience working with BigData and Machine learning analytics tools such as: R, Neo4J, MADlib, Spark, Hadoop MapReduce
Experience with REST based API development and JSON data formats
Familiar with test-driven development methodologies and have experience with a testing framework such as Junit


Apply for this position now through CareerBuilder, or by clicking here to apply through our web site. You may also send a Word resume to Lindsay Allan at lallan AT hirenetworks.com. To help ensure a timely response, include the reference code CBLA-6124 in the subject heading of your email message.When looking for a job, have you ever heard the phrase… it is not about what you know, it is who you know?At HireNetworks, it really is all about who we know.Whether your current contract is coming to a close, you’re looking to advance your career or are a company on the hunt for new talent and wanting to expand…let HireNetworks put our networks to work for you.HireNetworks is an equal opportunity employer."
