"","title","company","location","experience","html","industry","desc"
"28","RMBS Portfolio Specialist - Data Science","Putnam Investments","Boston, MA","c matlab sas database data-modeling","https://stackoverflow.com/jobs/139864/rmbs-portfolio-specialist-data-science-putnam-investments?a=KUb0xC8fHZ6&so=i&sec=False&pg=2&offset=0&total=167&q=data+science","Financial Services","Job description
                    
This highly technical financial analyst position is responsible for customized investment research and portfolio management in the residential mortgage backed securities (RMBS) sector. The position is also responsible for developing quantitative models to assess diversifiable and idiosyncratic risks to forecast prepayment, default and loan modification related risks on residential loans.                    
                ""Skills & requirements
                        
Minimum education required is a Master’s (or academic equivalent) in Business Administration, Finance, Financial Analytics, Economics, or other job-relevant major. 
Minimum experience required is at least five (5) years analyzing residential mortgage data and building quantitative and cash flow models using borrower-level information and macroeconomic factors.
Specifically, required is the demonstrated ability to: 
apply empirical methodologies and modeling techniques with risk and value decision authority in legacy RMBS, RMBS 2.0 and residential whole loan asset classes
analyze large scale loan level datasets using SAS, MATLAB, IntexCalc, Intex API, and C to develop and maintain cash flow models to evaluate credit risk transfer securities
re-underwrite non-performing loans by using borrower’s updated credit and property level information
perform residential loan “servicer” due diligence to rank capability to provide best RMBS sector servicing practices
track the home prices across different MSAs in US and maintain the model to forecast property values.

                    "
"29","Data Scientist / Machine Learning Expert - Agoda","Big Wednesday Digital","Bangkok, Thailand","scala nlp java r metlab","https://stackoverflow.com/jobs/152472/data-scientist-machine-learning-expert-agoda-big-wednesday-digital?a=P8kyuZws6Vq&so=i&sec=False&pg=2&offset=1&total=167&q=data+science","No industry listed","Job description
                    
We're Hiring Data Scientist / Machine learning expert!Agoda is the largest and fastest growing online hotel booking platform in Asia. And as a Priceline Group company, we are part of the largest online travel company in the world. We have the dynamism and short chain of command of a startup and the capital to make things happen. What's stopping you from getting in touch?Bangkok: While it's 30°+ outside, our engineers don't sweat, knowing they have the coolest jobs out there. Working in one of the largest international Internet employers headquartered in Asia, your work has an impact on what we do around the globe.We move fast - why wait ages to see your ideas go live? Work on tough challenges, safe in the knowledge that you are surrounded by people as smart as you are (if not smarter!) to help solve them. And while we're on the subject, Agoda people come from over 65 countries: It's an incredible technical creative melting pot. Technology is not just what we do - it's at the heart of who we are. We put cutting-edge technology in your hands so you can help us change the way people run their lives. We want you to come here so they can get there - and get your career going places, too.Maintaining this growth requires an incredible amount of data, a superior IT infrastructure, and world class talent to bring it all together.Your role is to:Crack our business problems and come up with deployable machine learning modelsInterface with business to make sure they are asking the right questionsSift through our data and find us some gems Be a world-class hands-on deploy masterCharm us with:An earned stripes in coding, in data handling, in statistics and in machine learning (3-5 years of experience is a must)A good balance between theory and practice and a strong desire to learn and keep up with the latest technologies (an academic quantitative degree, preferably a PhD, earns more points)A good knowledge of what's ""Under the hood"" of statistical methodsCoding, coding, coding (R, Python, C#, Java, C++, Scala, …)Some extra points on: SQL, NLP, business acumen, blog writing, good sense of humorWe welcome both local and international applications for this role. Full visa sponsorship and relocation assistance available for eligible candidates.                     
                "
"30","Senior Data Scientist - Machine Learning Expert (m/f)","MYTOYS GROUP","Berlin, Germany","r machine-learning python","https://stackoverflow.com/jobs/155085/senior-data-scientist-machine-learning-expert-mytoys-group?a=Q0F7Tk3Z7AA&so=i&sec=False&pg=2&offset=2&total=167&q=data+science","E-Commerce","Job description
                    
The MYTOYS Group with headquarters in Berlin belongs to the Otto Group and is the leading European e-commerce company with a focus on families. In addition to myToys, our online store for toys and children's products, the MYTOYS GROUP includes the brands mirapodo, one of the largest online shoe shops in Germany, the ladies fashion online store ambellis, the home and living specialist yomonda as well as limango, Germany's leading shopping community for women and young families.
At the MYTOYS GROUP employees get everything they need to help them embark on a successful career, including interesting entry and career opportunities in the high growth e-commerce market.

Be part of our new Data Science team and have a major impact on the user experience of millions of myToys customers, helping them find the most relevant results for their searches in a faster way.
We are looking for a Senior Data Scientist - Machine Learning Expert (m/f) who will apply and develop cutting-edge algorithms to determine the optimal choice and the best ranking of a large number of product categories and articles, applying explorative, descriptive and predictive data analysis.

Job requirements:
A successfully completed M.Sc. or Ph.D. degree in Mathematics, Statistics, Physics, Software Engineering or a similar discipline
More than 3 years’ experience working in a machine learning, data analysis or recommender systems environment
Proficient in SQL and in either R or Python
An exceptionally analytical mind-set, with the ability to handle and draw insights from large amounts of data
Fluent English

                "
"31","Data Science Engineer, Systems","MZ","Palo Alto, CA","r scala java apache-spark","https://stackoverflow.com/jobs/153244/data-science-engineer-systems-mz?a=PonMM94XSN2&so=i&sec=False&pg=2&offset=3&total=167&q=data+science","Digital Marketing, Gaming, Internet of Things","Job description
                    
MZ Game Studio is on the forefront of applied data science and engineering. With massive scale global systems feeding our teams large streams of real-time data, we are looking for a sharp Data Science Engineer to turn true big data into actionable insights. As a Data Science Engineer you’ll play a crucial role in building out a revolutionary next generation real-time analytics system. You’ll work closely with the R&D team to turn theoretical and strategic goals into technical products that push the boundaries of analytics, machine learning and live operations.
What you'll be doing:
Design and develop high-performance, data-driven systems in a distributed infrastructure
Research and develop algorithms to analyze high velocity streaming data
Design and evaluate experiments to monitor key product metrics, understand root causes of changes in performance
Build user behavior models to guide product roadmaps
Design experiments to answer targeted questions
Understand ecosystems, user behaviors, and long-term trends
Translate strategic requirements into usable tools and infrastructure
Identify and promote best practices across the organization
Implement large scale data management and transformation systems
Your background and who you are:
You love building new products and can take an idea from inception, to development and production
You have a deep research interest in developing novel statistical modeling and machine learning algorithms
You’re a team player and an effective communicator
Familiarity/experience with machine learning models, statistical modeling and validation
Understanding of modern machine learning techniques (i.e. classification, clustering)
Advanced degree in Computer Science (with a Data Mining/Machine Learning emphasis) or equivalent experience
Applied experience with distributed machine learning and computing framework (e.g. Spark)
3+ years experience with Python, R, Java or Scala
Experience productionalizing machine learning models
Experience with Python, R, Java, Scala, Shell scripting, Spark, Kafka, Storm, Hadoop, Hive, Presto, MySQL, Redis, Cassandra, Elasticsearch

                "
"32","Data Scientist (m/f) | Hamburg","Kreditech Holding SSL GmbH","Hamburg, Germany","java sql nosql","https://stackoverflow.com/jobs/140431/data-scientist-m-f-hamburg-kreditech-holding-ssl-gmbh?a=L5XNCK1tQjK&so=i&sec=False&pg=2&offset=4&total=167&q=data+science","Financial Technology","Job description
                    
Join the financial revolution!
Are you passionate about finance and want to make a real change? Join Kreditech and our team of over 300 professionals and become part of a transforming industry. From engineering, to design, to analytics, and collections, we do things differently and we reward great ideas, team work and persistence. We have a lot of work to do – and we want you to join us!
Your Role
As a key part of our fun and passionate team, you will be responsible for performing advanced business analysis and forecasting on a wide range of problems, from debt collection performance to customer experience optimization.
This is the optimal opportunity for you to:
Get involved in a great domain of applications for data mining techniques;
Work with state-of-the art stack of data processing technologies;
Experience a range of different problems and technologies from day 1;
Get responsibility right from the first day and the unique chance to spearhead the way big data is used in one of the fastest growing financial sectors.

                ""Skills & requirements
                        
Your Strengths 
Essential:
Bachelors or Masters with strong academic performance in a quantitative field (Computer Science, Statistics, Mathematics, Electrical Engineering, Business Informatics);
Expertise in Machine Learning;
1 or more years of work experience in a similar role;
Ability to process data and build predictive models in R (R Studio);
Experience in analyzing complex data and presenting your conclusions in a clear and concise manner to a wide range of audiences;
You are familiar with SQL and NoSQL database technologies, and are capable of at least querying them for any data required;
You speak English fluently-any other language or German are not required but an additional plus.
Preferred:
PhD degree in a quantitative field;
2 or more years of experience as a data scientist;
Absolutely fluent in R, you could call yourself an R-hacker;
Familiarity with Python.
How to apply
We accept applications exclusively through our recruiting platform, found under the ‘Apply Now’ link.                        
                    "
"33","Data Scientist / Big Data Engineer (Java, Scala, Javascript, Python, Hadoop, R, SQL,...","BlackRock","New York, NY","java scala javascript python hadoop","https://stackoverflow.com/jobs/153973/data-scientist-big-data-engineer-java-scala-blackrock?a=PDxA9JupjB6&so=i&sec=False&pg=2&offset=5&total=167&q=data+science","Financial Services","Job description
                    
 BlackRock is a global leader in investment management, risk management and advisory services for institutional and retail clients. At December 31, 2016, BlackRock’s AUM was $5.1 trillion. BlackRock helps clients around the world meet their goals and overcome challenges with a range of products that include separate accounts, mutual funds, iShares® (exchange-traded funds), and other pooled investment vehicles. BlackRock also offers risk management, advisory and enterprise investment system services to a broad base of institutional investors through BlackRock Solutions®. As of December 31, 2016, the firm had approximately 13,000 employees in more than 30 countries and a major presence in global markets, including North and South America, Europe, Asia, Australia and the Middle East and Africa. For additional information, please visit the Company’s website at http://www.blackrock.com | Twitter: @blackrock_news | Blog: http://www.blackrockblog.com | LinkedIn: http://www.linkedin.com/company/blackrock  The mission of the Advanced Data Analytics team is to employ data science to:     * Help clients make more informed investment decisions     * Create analytical solutions through collaboration with our partnersCulture of the team is very open, agile, quantitative, and entrepreneurial. We believe that:     * Scale requires collaboration, flexibility, and an unwavering commitment to automation     * To be insightful requires experimentation and perseverance     * Challenging problems are the cauldron of creativity and discovery     * Data empowers and confers competitive advantage on those who use the right tool for the jobBackground and Responsibilities The role will be a key member of the FMG Advanced Data Analytics group in New York. The position will be an experienced individual in the field of big-data infrastructure, machine learning algorithms, and data visualization solutions. In addition to providing subject matter expertise in these fields, the candidate should be comfortable with multiple programming languages (Scala, Java, Python, R …) and multiple technologies (Hadoop, Spark, Tensorflow, RDBMS…) to support the modeling requirements of the diverse nature and demands of the team. In addition, the candidate will be supporting more senior members of the team to create tools and solutions that can help our clients with their investment decisions. Qualifications:     * Interest in computational statistics, in particular, the applications of machine learning and natural language processing to behavioral finance. We are working at the intersection of mathematics, computer science, and computational finance.     * Strong English language communication skills; ready to face off with finance and business subject matter experts on challenging problems     * A self-help attitude towards new technology combined with a quick ability to size up new projects sifting business value from marketing     * Aptitude for learning new programming languages to support data science projects     * 4+ years of experience in at least two of the following: Java, Scala, C++, JavaScript, Python, R, SQL, Julia or similar     * Experience with open source data science tool kits and technologies     * Apache (Hadoop, Pig, Spark, Cassandra, Hbase, Storm, Kafka)     * R (markdown, dplyr, glmnet, caret, other packages)     * Experience building high quality interactive web based applications     * Angular, d3, R (ggplot2, shiny)     * Familiarity with cloud computing platforms, e.g. AWS, and configuration management systems, e.g. Ansible, a plus     *  Familiarity with distributed compute engines, e.g. Spark and distributed caches, e.g. Ignite, Hazelcast, a plus  BlackRock is proud to be an Equal Opportunity and Affirmative Action Employer.  We evaluate qualified applicants without regard to race, color, national origin, religion, sex, disability, veteran status, and other statuses protected by law.                    
                ""Skills & requirements
                        
                         
                    "
"34","Data Science Engineer, Infra","AdRoll","San Francisco, CA","c++ java c","https://stackoverflow.com/jobs/150216/data-science-engineer-infra-adroll?a=Onqdl19l2ik&so=i&sec=False&pg=2&offset=6&total=167&q=data+science","Ad Tech, Digital Marketing","Job description
                    
About the Role:
The Data Science Engineering (DSE) team is responsible for the economics of AdRoll’s core product. Our in-house machine learning frameworks run over hundreds of terabytes of data daily, ensuring our pricing engine stays fresh and accurate as it bids on billions of ad opportunities. DSE Infrastructure members have a passion for technology and mathematics, keeping our machine learning and analysis pipelines humming at petabyte scales.
AdRoll engineers are afforded significant autonomy. DSE Infrastructure engineers design their systems as they see fit, own their code, enable analysts to dive deep with ease, and ensure our hungry machine learning algorithms are fed. DSE Infrastructure engineers work on a variety of projects with data from disparate sources, but all at large scale.
Responsibilities:
Create systems that monitor dataflow on a real-time basis
Design pipelines that generate predictive models for a variety of signals and tasks
Architect systems that crunch data and provide queryable interfaces for stakeholders
Ensure signals robustly make it to online prediction tasks in real-time
Integrate with external data sources to feed into existing datasets
Engineer data formats that help answer analysis questions efficiently
Qualifications:
BS in Computer Science or Computer Engineering
3+ years experience with C, C++, Java, or other performant language
Experience with manipulating large datasets
Ability to architect scalable, high performance systems
Experience in distributed computing frameworks and paradigms
Enthusiasm to work in a fast-paced engineering team
Bonus Points:
Working knowledge of machine learning and statistics
Understanding of online ad industry
Compensation:
Competitive salary and equity
Medical / Dental / Vision benefits
Paid time off and generous holiday schedule
The opportunity to win the coveted Golden Bagel award

                "
"35","Data Analyst - SQL, R","K-LOVE& Air1 Christian Radio","Rocklin, CA","tableau sql r javascript tsql","https://stackoverflow.com/jobs/148738/data-analyst-sql-r-k-love-air1-christian-radio?a=NSGQ1lyYL1C&so=i&sec=False&pg=2&offset=7&total=167&q=data+science","Broadcast, Media, Non-Profit","Job description
                    
Are you the type of person who loves looking through massive amounts of data to try to figure out the story that it tells?  

Do you enjoy taking those stories and turning them into decisions that drive the success of an organization serving a Higher purpose?

Here, at K-LOVE & Air1, our Data Science & Insight team does just that!  They query databases and analyze the results to help us find answers to some of our more challenging questions. Then they report it in a way that is useful to our execs.  They use the most advanced analytical tools & their naturally inquisitive minds to provide practical insight. 

Additionally, they have programming experience and like to dabble in projects that help bring data to life in our products and services.

We are currently looking for a Data Analyst to join this team of brilliant Data Analysts & Data Scientists.  This is a senior level position, so we’re looking for someone with extensive data analysis and/or programming experience.

Our ideal candidate will...
Absolutely love data and have proven experience in discerning and analyzing the critical elements of large sets of information.
Have strong computer skills; advanced knowledge of SQL Server database services, Tableau, R, Alteryx, SQL, etc.
Have strong scripting/programming in JavaScript, T-SQL, R, Python, Ruby or .Net

                "
"36","Data Scientist - Machine Learning  => Paid Relocation to Amsterdam <=","Booking.com","Amsterdam, Netherlands","c++ python machine-learning sql r","https://stackoverflow.com/jobs/154671/data-scientist-machine-learning-paid-bookingcom?a=PS3pM3dgsla&so=i&sec=False&pg=2&offset=8&total=167&q=data+science","E-Commerce, Internet Marketing, Travel & Tourism","Job description
                    
Would you like to translate terabytes of data into unforgettable holidays for millions of people around the globe? Booking.com, the world’s largest accommodation booking website, is looking for rock star Data Scientists to add to join our highly successful Personalization Team within the Front End department.
This product development team crunches endless amounts of data to provide our customers with the best possible experience. They focus on anything from understanding and predicting market data, to ranking all properties on our website, and providing our customers with the most relevant personalized recommendations.
As a Data Scientist you’ll work side by side with Developers, Designers and Product Owners, and take full ownership of your work – from the initial idea-generation phase to the implementation of the final product on our website. Our ideal candidate is result-focused, innovative and has solid quantitative background and a good business understanding.
B.responsible
Work in a multi-disciplined team where you’ll take full ownership of turning discoveries and ideas into machine learning models. You’ll use the model’s output to create and improve products for our customers, preferably in short development cycles
Research & Development on how to improve customers’ experience, by using our vast amount of data
Actively contribute to taking Data Science at Booking.com to the next level
Contribute to the growth of Booking.com through interviewing, on-boarding, or other recruitment efforts
B.skilled
Minimum two years of relevant work experience
Masters, PhD, or equivalent experience in a quantitative field (Computer Science, Mathematics, Engineering, Artificial Intelligence, etc.)
Excellent English communication skills; the ability to convey your message to team members and other stakeholders
Prior experience with a few of the following models: Logistic Regression, Support Vector Machines, (Deep) Neural Networks, Hidden Markov Models, Conditional Random Fields, Game Theory, Mechanism Design and/or Latent Dirichlet Allocation
Required
Experience with at least one scripting language, e.g. R, Octave, and one programming language, e.g. Python, Perl, C/C++, Java
Exposure to SQL and relational databases
Preferred
Experience implementing a real-world Recommender or Ranking system
Worked with the Hadoop Ecosystem
Implemented multi-core/distributed software, preferably in a Linux environment
B.offered
We are a performance-based company that offers career advancement and lucrative compensation, including bonuses and stock potential.  We also offer what we call the “Booking Deal” with other competitive perks and benefits.  IT has regular hackathons, trainings and attends/speaks at global conferences.
This position is open to worldwide candidates and in the case of relocation, we will assist you with a generous relocation package, ensuring a smooth transition to working and living in Amsterdam.We have successfully relocated 200+ IT professionals to Amsterdam in the last year!                    
                "
"37","Senior Machine Learning Engineer","Wealthport","Schlieren, Switzerland","statistics nlp deeplearning4j randomforest svm","https://stackoverflow.com/jobs/154861/senior-machine-learning-engineer-wealthport?a=PW0m3LugT3G&so=i&sec=False&pg=2&offset=9&total=167&q=data+science","No industry listed","Job description
                    
Most wanted: versatile, ambitious engineer hungry to push the limits of artificial intelligence.Wealthport has been built because we believe that data should be made consumable across sources and organisations.We offer a dynamic, flexible and inspiring work environment with lots of room for personal growth where you enjoy autonomy, actively shape our product and have a meaningful impact. You will be in charge of novel statistical algorithms inspired by human perception, powered by various machine learning and artificial intelligence methods. Translating real-world problems into the best classes of algorithms and combining them into powerful end-to-end solutions is your thing. You maintain strong knowledge about industry trends, new technologies, and best practices for large-scale machine learning and data processing. Have a look at our tech stack at https://stackshare.io/wealthport/wealthport.We use probabilistic methods and advanced text analysis to automatically turn messy data into structured information. Our technology achieves super-human performance, makes data standards redundant and accelerates business growth. Wealthport is a startup backed by leading venture capital firms and world class entrepreneurs.Your ResponsibilitiesCreate, prototype and advance our probabilistic machine learning algorithms Design, implement and test large-scale machine learning models Prototype end-to-end solutions involving multiple machine learning problems Work with research and engineering teams to bring novel approaches from prototypes to production code Document, coach and educate engineering team members in relevant fields Minimum QualificationsMSc or PhD in Machine Learning, Computer Science or related fields Excellent math and statistics skills Expertise in Shell Scripts, Python, Scala, and at least one machine learning framework Motivation and passion for large-scale machine learning problems Ability to write expressive, high-quality, reusable code Thinks big, gets things done, has fun and loves working with a high impact team! Preferred QualificationsExpertise in reinforcement learning and incremental learning Deep understanding of functional programming paradigms Experience with large-scale distributed applications performing under heavy load As part of our dedication to the diversity of our workforce, Wealthport is committed to equal employment opportunity without regard for race, colour, national origin, ethnicity, gender, disability, sexual orientation, gender identity, or religion.This is a full time position based in our office in Zurich/Schlieren. Apply today, and we start our journey together!BenefitsPerformance-oriented compensation, because we reward high-impact work. Stock option programme, because we want to share our success Flexible work hours, because impact, not face-time counts Occasional work from home, so that you can focus and concentrate Truly international colleagues, to learn from each other and push forward as one team Cool office space, because we like it cosy and comfortable Free snacks, drinks, coffee and other perks to keep you going Regular events to better get to know each other Planned education & training to continuously broaden your skills Accident insurance to cater for your personal health Generous pension plan to provide for your future 
                ""Skills & requirements
                        
English language proficiency Minimum of 4 years of relevant industry experience 
                    "
"38","(Senior) Golang Engineer | Data Science Platform","Contiamo","Berlin, Germany","golang python python-3.x go","https://stackoverflow.com/jobs/147701/senior-golang-engineer-data-science-platform-contiamo?a=Nx7YS7mqKJO&so=i&sec=False&pg=2&offset=11&total=167&q=data+science","B2B, Data & Analytics, Data Science","Job description
                    
THE CHALLENGE
We are building a data science environment supporting data scientists all the way from exploring data and experimentation with different models to deploying them in decision tools or automations. At the core of our data science environment are small, reusable ""data science bundles"", built using the tools of your choice. We're mainly using Go with the occasional bit of Python thrown in. We are planning to open-source our data science environment during the course of this year with the goal of making it an Apache project eventually.
ABOUT US
Contiamo is a Berlin-based, fast-growing tech company. We offer a flexible data platform enabling businesses to create interactive, data-driven decision tools and automations. Our mission is to combine sophisticated data science with a great user interface and experience.
We are a tech-driven company and keep a close watch on recent scientific developments and emerging technologies. We love open-source. We are a very international team with interesting people from all over the world.
We strongly believe in the importance of uninterrupted time to get stuff done. You own your features, from spec to implementation to operation. We believe in competitive compensation, and quality over quantity when it comes to working hours. We provide you with the hardware you need to be comfortable and productive. We offer free public transportation and support you during the whole process of relocation (we are pros: 95% of us have relocated to Berlin).
INTERESTED?
Get in touch, let's have a chat! We'd love to hear why you would be interested in working on this challenge.                    
                "
"39","Data Scientist – Analytics => Paid Relocation to Amsterdam <=","Booking.com","Amsterdam, Netherlands","machine-learning sql data-mining hadoop python","https://stackoverflow.com/jobs/140936/data-scientist-analytics-paid-relocation-to-bookingcom?a=LgsPaLRd2AU&so=i&sec=False&pg=2&offset=12&total=167&q=data+science","E-Commerce, Internet Marketing, Travel & Tourism","Job description
                    
Booking.com is looking for data savvy professionals to join our team of data scientists. You will be working with stakeholders throughout the company to generate understanding, strategy and suggest actions based on data. If you consider yourself to be that unique hybrid of data hacker, business analyst, communicator and mentor that maintains a strong customer focus and values pragmatism over perfection, then we’d like to hear from you.
There are several data science teams within Booking.com each consisting of 3-8 people. All of these teams have their own scope within the business; we have Data Scientists focusing on the front end of our website, content of the pages, demands of our products, customer satisfaction and loyalty. Every team takes full responsibility for all data analysis within their area; however there is also considerable collaboration amongst teams. We often align on business goals, learn from each other and socialise after work almost every Friday.
B.responsible
Transform large, complex datasets into pragmatic, actionable insights.  
Leverage data to identify, quantify and influence tangible business gain.
Ability to see beyond the numbers, be the voice of data when communicating to decision makers, product owners and team leaders.
Have the capacity to thrive in our fast-paced environment, adapt quickly and take ownership of your work.
Challenge ideas and methods while working together with talented, highly skilled team members.
Skills & Requirements
B.skilled
Minimum 3 years of experience in a relevant role
Experience solving real problems using data mining techniques and with statistical rigour
Masters, PhD, or equivalent experience in a quantitative field (computer science, physics, mathematics, engineering, bioinformatics, etc.)
Strong technical skills regarding data analysis, statistics and programming. Strong working knowledge of, Python, Hadoop, SQL, and/or R.
Excellent communication skills; the ability to convey complex analysis results clearly and with conviction to all levels of stakeholders

                "
"40","Lead Data Scientist / Machine Learning / NLP - Agoda","Big Wednesday Digital","Bangkok, Thailand","nlp scala r metlab java","https://stackoverflow.com/jobs/155117/lead-data-scientist-machine-learning-nlp-big-wednesday-digital?a=Q1knA7hWAeI&so=i&sec=False&pg=2&offset=13&total=167&q=data+science","No industry listed","Job description
                    
Lead Data Scientist If you don't already know us, Agoda is the largest and fastest growing online hotel booking platform in Asia. And as a Priceline Group company, we are part of the largest online travel company in the world. We have the dynamism and short chain of command of a startup and the capital to make things happen. What's stopping you from getting in touch?Bangkok: While it's 30°+ outside, our engineers don't sweat, knowing they have the coolest jobs out there. Working in one of the largest international Internet employers headquartered in Asia, your work has an impact on what we do around the globe.We move fast - why wait ages to see your ideas go live? Work on tough challenges, safe in the knowledge that you are surrounded by people as smart as you are (if not smarter!) to help solve them. And while we're on the subject, Agoda people come from over 65 countries: It's an incredible technical creative melting pot. Technology is not just what we do - it's at the heart of who we are. We put cutting-edge technology in your hands so you can help us change the way people run their lives. We want you to come here so they can get there - and get your career going places, too.Maintaining this growth requires an incredible amount of data, a superior IT infrastructure, and world class talent to bring it all together.Your role is to:Crack our business problems and come up with deployable machine learning modelsInterface with business to make sure they are asking the right questionsSift through our data and find us some gems Be a world-class hands-on deploy masterCharm us with:An earned stripes in coding, in data handling, in statistics and in machine learning (5 years of experience is a must; experience of leading projects and/or team will be an advantage)A good balance between theory and practice and a strong desire to learn and keep up with the latest technologies (a master degree in a quantitative field is a must; PhD is even better)Battle-tested team leading skillsA good knowledge of what's ""Under the hood"" of statistical methodsCoding, coding, coding (R, Python, C#, Java, C++, Scala, …)Some extra points on: SQL, NLP, business acumen, blog writing, good sense of humourWe welcome both local and international applications for this role. Full visa sponsorship and relocation assistance available for eligible candidates.                     
                "
"41","Head of Data Science","OfferUp","Bellevue, WA","machine-learning r python java","https://stackoverflow.com/jobs/145735/head-of-data-science-offerup?a=MSfuMl5Hb68&so=i&sec=False&pg=2&offset=14&total=167&q=data+science","Mobile Application, Software Development, Software Development / Engineering","Job description
                    
Core to our mission is our use of data. Our marketplace yields millions of transactions every month, and we seek to use this data to improve every aspect of our customer experience.  We are seeking a Head of Data Science to lead our emerging data science effort. In this role you will work closely with the entire executive team, define our long-term R&D roadmap, mentor and manage all other scientists, and partner with with product managers and engineers to deliver data-driven insights and product improvements.
The ideal candidate has a broad understanding of the entire landscape of machine learning and data science, has a solid track record of transferring research results into product, is excellent in all forms of communication, will be a magnet for others to join the team, and will have a strategic mindset that helps to shape the direction of the company.
When successful in this role you will be recognized as a world-class Data Science leader. You will both identify best practices that OfferUp should adopt, and develop best practices that will be adopted by other organizations. This is a role that will require great leadership skills to drive change across the entire organization.
Responsibilities:
Define and prioritize the basic research opportunities for the entire company;
Identify all infrastructure gaps required to make data science as productive as possible;
Serve as a domain expert in many areas of machine learning and data science;
Hire, mentor, and manage all other scientists within the company;
Act as an internal advisor on all issues related to data;
Contribute to the overall company strategy, especially as it pertains to data;
Make individual technical contribution where possible;
Serve as the company’s public ambassador to the scientific community;

                ""Skills & requirements
                        
Ph.D. or M.S.  in Computer Science, Mathematics, Engineering or related field;
World-class experience in at least one area of machine learning;
10+ years of professional work experience, and 5+ years of R&D management;
Proficiency in prototyping advanced algorithms in appropriate programming languages;
5+ years experience in transferring research results into product;
Outstanding history of communicating complex ideas;
Strong execution and organizational skills;
Eligible to work in the United States;
Nice to Have:
Experience working in e-commerce and mobile marketplaces;
Academic publishing track record;
Deep engineering experience;
Executive experience;

                    "
"42","Senior Data Scientist working with cutting edge research into online behaviour","Qubit","London, UK","machine-learning python statistics r","https://stackoverflow.com/jobs/151234/senior-data-scientist-working-with-cutting-edge-qubit?a=OIAzRh7MNvG&so=i&sec=False&pg=2&offset=15&total=167&q=data+science","Computer Software, Data & Analytics, Software Development","Job description
                    
Senior Data Scientist
We’re looking for a Data Scientist to join our Research team, to help us develop intelligent products around this data, and conduct cutting-edge research into consumer behaviour on the web.
This is a great opportunity to conduct real R&D around human behaviour. Our data collection tools store more than 1 billion data points every day. Overall, Qubit technology tracks consumer journeys leading to billions of pounds of online spending worldwide every year, for some of the largest names in online retail.
We’re looking for someone smart and motivated, with experience solving real data analysis problems with statistical and machine learning techniques. As part of our research team you’ll help to understand our ever growing dataset, working closely with other parts of the business to ensure our products are ahead of the competition.
Key Responsibilities
Joining a team of Data Scientists at a fast growing company with plenty of opportunities to have a big impact
Conducting pure research and developing that research into real products used by some of the top names in online retail
Building statistical models and applying machine learning/artificial intelligence techniques to understand consumer behaviour online
Working with a mixed set of technologies and experimenting with new ones
Exploring how state-of-the-art machine learning methods can be applied to real-life problems at Google-scale
Personal Characteristics
We’re open to applicants from any background. Our main requirement is that you’re smart, motivated, and able to do the job. We don’t mind what specific technologies you’ve worked with in the past, although, having some previous experience with production-quality Python will help you add value quicker. We’re looking for someone who adds to our team and complements the skills we already have. That said, in order to meet these requirements, you will probably have:
At least one of:
A PhD with a large data-analysis and statistics component (e.g. Machine Learning, Computer Vision, High Energy Physics, Genetics etc…)
A MSc in Applied Statistics, Machine Learning or similar
Commercial data science experience
Experience deploying machine learning models in a production environment
At least two of:
Experience conducting data analysis on big data (e.g. TB+ scale datasets)
Experience applying statistical techniques and machine learning algorithms to extract insights from real data
Strong technical skills, e.g. software development, practical data analysis
Ability to clearly communicate complex research findings with non-technical team members and clients
An interest in human behaviour
Plenty of perks
As well as the opportunity to work with leading clients and a world-class team, you'll get:
Realistic performance-related bonuses
Equity options
Private health and dental insurance
Twice weekly supermarket shop so that you can have healthy breakfast, lunch and snacks
Yoga and meditation classes
Subsidised gym membership
Fortnightly company socials
Plenty of opportunities for training and development
Location: HQ is in London, other offices New York, San Francisco, LA, Paris and Hamburg
About Qubit.
Qubit is the leader in highly persuasive personalization at scale.
Leading ecommerce companies work with Qubit to transform the way they understand and influence their customers in order to increase revenue, build loyalty and improve marketing efficiency.
By combining rich customer data, deep learning technology and advanced segmentation capabilities, the Qubit Customer Influence Engine can precisely match customers with the widest range of personal, online experiences to influence behavior at scale.
Qubit is trusted to deliver real impact to the bottom line for the biggest brands in eCommerce including Ubisoft, CafePress, Topshop, Shiseido, and Emirates. Across the global Qubit customer base, $600 million worth of online sales are influenced over a typical week.
To date, we have received over $76 million in funding from Goldman Sachs, Accel, Sapphire Ventures, Balderton Capital and Salesforce Ventures.
www.qubit.com
Qubit is an equal opportunity employer committed to providing its employees with a work environment that is both challenging and rewarding. For additional information, please visit our website at www.qubit.com                    
                "
