"","title","company","location","desc","ind","industry_clean"
"328","Data Manager","INFORMS","Catonsville, MD","


The Institute for Operations Research and the Management Sciences (INFORMS), the largest society in the world for professionals in the field of operations research (O.R.), management science, and analytics is searching for a Data Manager.

 The Data Manager will be responsible for the organization’s data systems and ensuring that they meet organizational requirements and future needs. Key responsibilities for this role include; planning, developing, implementing, reporting, maintaining data management processes and suggesting improvements. Manage database upgrades, maintenance, integrity, accuracy, back-up, recovery, security, and database enhancements.  

 The Data Manager must have the technical knowledge to understand the Association Management System (AMS) or Customer Relationship Management (CRM) and Data Warehouse to recommend and implement the optimal way to collect, store, retrieve and analyze the data. He/She will lead and manage the integration and analysis of data from a variety of sources to address business questions. 

 DUTIES AND RESPONSBILITIES: 
 ● Analyze, design, develop, and integrate database systems across the organization, including add-on programs 
 ● Ensure data systems are operational and all vendor systems updates are properly loaded to Data Warehouse. 
 *  Design and develop Business Intelligence (BI) and dashboard reporting; Develop methodologies for data collection and evaluation relevant to each project or business question; Analyze data with standard statistical methods, interpreting results with written summaries. 
 ● Develop, document and maintain data source & quality goals 
 ● Build and maintain database scheme, tables, procedures and permissions. 
 ● Oversee backup, clustering, mirroring, replication and failover 
 ● Create shell scripts for task automation. 
 ● Review the referential and historical integrity of data warehouse information and resolve data quality problems through appropriate process design strategies; Review data for inconsistencies or anomalies 
 *  Develop and execute test cases for new data processes, perform error detection and correction tests and procedures,  
 *  Monitor all ETL jobs to ensure that data flows correctly between systems 
 *  Provide end user support for database/reporting applications as required. 
 *  Programming and processing for the monthly Membership renewal/invoices in the AMS 
 *  Understand privacy law and standards and guide the Institute to ensure our compliance. 
 *  Other duties as assigned from time to time. 











● Bachelor’s degree in Information Systems or a technology-related field of study; Master’s degree in related quantitative field preferred 
 ● 5-7 years of experience with relational database systems, structures, theories, principles and practices 
 ● Extensive knowledge and experience in Data Warehouse and business intelligence tools such as Tableau, Cognos or other industry leading tools 
 ● Experience with Oracle, SQL Server and SSIS  
 ● Experience with one or more scripting languages (Java, Bash, Perl, Python) 
 ● Experienced preferred in the migration of data from one system or platform to another 
 ● Experienced in relational database technology, transaction processing procedures, reporting, and basic familiarity with modeling and design tools. 
 ● Demonstrated supervisory skills and leadership experience 
 ● Experience in writing and executing test cases 
 ● Experience with Project Management and/or Quality Assurance a plus. 


 ADDITIONAL SKILLS REQUIRED: 
 ● Ability to handle multiple demands, shifting priorities, rapid changes and adapt responses and tactics to meet organizational goals and objectives. 
 ● Ability to express complex technical concepts effectively, both verbally and in writing. 
 ● Should be able to work efficiently and effectively within a team environment. 
 ● Ability to work well with people from many different disciplines with varying degrees of technical experience.  


 PHYSICAL REQUIREMENTS: 
 Must have the ability to perform moderately strenuous activities including, but not limited to, sustained activities (continual bending, stooping, etc.) and lifting and moving packages up to 25 lbs. 







",0,"Information Technology"
"329","Sr Data Scientist","Confidential","Save Job","
Sr. Data Scientist
The Data Scientist Oversees and performs end-top-end data based research. Design data mining solutions to be implemented and executed with alignment to the planned scope and design coverage and needs/uses, leveraging knowledge and a broad understanding of E2E business processes and requirements.
The Data Scientist Defines the data analytics research plan, scope and resources required to meet the objectives of his/her area of ownership (segments of the project/engagement). This includes:- Analyzing the data and identifying data sources- Determining appropriate types of data analytics to be performed- Selecting and applying data analysis techniques to ensure that recommendations and predictions provide an adequate level of confidence based on defined coverage criteria- Designing repeatable, verifiable and traceable analytical models
The Data Scientist Identifies and analyzes new data analytic directions and their potential business impact to determine the proper prioritization of data analytics activities based on business needs and analytics ROI.
The Data Scientist Identifies data sources, oversees the data collection process and designs the data structure in collaboration with data experts (BI or big-data) and subject matter and business experts. Ensures that data used in the data analysis activities are of the highest quality.
The Data Scientist Constructs data models (algorithms and formulas) for required business needs and predictions.
The Data Scientist Works closely with content experts and managers to pinpoint queries, map data, and validate results. Maintains and enhances the professional and business relationship with internal stakeholders.
The Data Scientist Facilitates presentations on how to use the data. Offers practical solutions to be used by the end decision makers.
The Data Scientist Presents results, including the preparation of patents and white papers and facilitating presentations during conferences.
The Data Scientist Effectively participates in and/or leads formal and informal reviews with stakeholders, applying knowledge and experience and providing insights from a professional perspective.
The Data Scientist Prepares results in such a way they will be convenient for use. Provides professional support for team members and keeps them informed of assignments/ project status. Provides for training and support for other team members.
The Data Scientist Explores and examines data from multiple sources. The Data Scientist sifts through all incoming data with the goal of discovering previously hidden insights, which, in turn, can provide a competitive advantage or address a pressing business problem. A Data Scientist does not simply collect and report on data, but also looks at it from many angles, determines what it means, and then recommends ways to apply the data.
The Data Scientist Participates in technical designs of the wrapped product, which will run the model. Ensures that the model is properly used, that data inputs are supplied correctly and in a timely manner. Verifies that the correct data population is being processed. Ensures that that the output of the model is used correctly and that business objectives are being targeted.
The Data Scientist Participates in the development stages of the wrapped product, including design, development, QA, implementation and production. This is particularly critical when the Development and Implementation teams find it difficult to understand and evaluate the model's objectives and benefits.

Daily Activities Consist of three parts:
1. Data Engineering
2. Creating Models
3. Deploying models created by other Data Scientists





The Data Scientist has 5 or more years of relevant quantitative and qualitative research and analytics experience Solid knowledge of statistical techniques.
The Data Scientist has The ability to come up with solutions to loosely defined business problems by leveraging pattern detection over potentially large datasets
The Data Scientist has Strong programming skills (such as Hadoop MapReduce, Spark, Scala , Python or other big data frameworks, Java), statistical modeling (like SAS or R)
The Data Scientist has Experience with Amazon AWS toolset is an advantage Experience using machine learning algorithms
The Data Scientist has High proficiency in the use of statistical packages Proficiency in statistical analysis, quantitative analytics, forecasting/predictive analytics, multivariate testing, and optimization algorithms
The Data Scientist has Strong communication and interpersonal skills Knowledge of telecommunications and of the subject area being investigated - advantage

Must Have

•Hadoop: Must have a general understanding and hands on experience.
•Scala and Spark: Must have hands on experience creating models
•Amazon Web Services
•Experience creating statistical models
•Experience with machine learning
•Good communication skills:  must be able to present work or discovery to senior leadership.

Education:
Masters in mathematics, statistics or computer science or related field – Ph D. degree preferred

",0,"Information Technology"
"330","Data Entry Clerk","Equity Staffing Group","Save Job","
Specific Duties :
Follows a set of pre-defined steps in order to complete tickets
Responsible for tracking workloads and productivity through a variety of systems
Fosters close working relationships with internal matrix partners
Manages ticket requests through various systems


Qualifications :
Microsoft Office Suite
Knowledge of the Pharmacy Benefit, or Insurance industry
",0,"Health Care"
"331","Business Intelligence Analyst","The CSI Companies","Save Job","
CSI Tech is searching for a BI Analyst for a large, national finance/banking company located in Abilene, TX. 




The salary range for this position is 80k-95k. 
Green card holders or US Citizens will only be considered for this position. 




POSITION: Business Intelligence Analyst III 





SCOPE/CONTACTS: This position will work with all holding company banks and bank personnel. Contacts are regularly with persons outside of their own department or work group, but generally of a routine nature. Tact and diplomacy is a necessary consideration. 






ESSENTIAL FUNCTIONS: 
Business 
Works directly with business leaders and business analyst community to understand and prioritize opportunities where data and analytical insights can provide significant business value 
Provides analytical as well as technical leadership to the business analyst community, bringing new thinking and innovative approaches to solving problems 
Effectively scopes, sizes, and plans the development of analytical solutions and sets expectations accordingly 
Develops analytical solutions that meet or exceed the business need 
Creates relevant visualizations and/or documentation that aids in telling the story and effectively communicating new insights and headlines 
Summarizes analytical findings and makes recommendations on potential business actions to be evaluated 
Effectively communicates findings to business stakeholders who can affect change, and demonstrates follow-through in helping the business to implement change 
Technical 
Works with BI team and other IT resources to effectively source required data domains; provides input and best practice approaches to building out effective data integration solutions which could include both internal and external (3rd party) data sets 
Uses a variety of technologies to design and build analytical solutions that support the strategic and analytical needs of the business 
Analyzes data, trends, and data patterns and applies statistical methods to real-world business problems 
Provides input into the on-going improvement of the data sourcing and integration layer based on best practice data warehouse, data integration, data modeling, and data management methodologies and approaches 
Astute on new and emerging technologies and technical approaches (Big Data, Data Discovery, Data Visualization, Data Science, etc.) 







MINIMUM QUALIFICATIONS: 

Bachelor’s degree in MIS, Computer Science, Statistics, or Mathematics (or equivalent experience) 
5+ years expertise in at least two of the following areas: Operations Analytics, Customer Analytics, Pricing Analytics, and Financial Analytics 
5+ years’ working knowledge and experience in statistical analysis. 
5+ years’ experience working with traditional as well as emerging Business Intelligence technologies (such as Azure, SSIS, SSAS, SSRS, Microsoft Power BI, Excel) 
Experience working with data from Jack Henry (or other ERP systems) and CRM applications 
Ability to create scalable, service-oriented and n-tier systems, structures and flows. 
Demonstrated ability to develop analytical solutions that meet or exceed the business needs 
Hands-on approach to working with data and working through technical data sourcing challenges 
Demonstrated ability to write code that can move and/or analyze data efficiently (Proficiency in SQL Server 2008-2012 T-SQL, stored procedures, and the SQL Server 2008-2016 BI Stack, working with MDX. 
Eager to learn and build both technical and analytical skills 
Self-starter with ability to work independently and handle multiple projects simultaneously 
Strong verbal and written communications skills 
Strong presentation and influencing skills when working at varying levels of the organization 
Highly collaborative working style 

",0,"Information Technology"
"332","Data Analyst","AccruePartners","Save Job","
WHO OUR CLIENT IS:$500 million private-equity backed transportation and logistics company that is a leader in its industry Company experiencing tremendous growth organically and through acquisition Culture that takes great pride in quality and reliability South Charlotte HQ operations with heavy investment in quality technology work environment
WHY YOU SHOULD CONSIDER THIS OPPORTUNITY:Strong culture of growth, change, and accountability Ability to have an impact with developing company and department policies, procedures and processes Exposure to senior leaders with ability to interact cross-functionally and learn the business Excellent benefits package
WHAT YOU WILL DO: Analyze and apply sound collection techniques to reduce delinquencies and negative account balances Apply analytical mindset in collection, organization and delivery of large datasets, across multiple channels and sources Review and test data to ensure high quality, accuracy and confidence Identify continuous improvements to data collection and delivery processes Communicate and collaborate effectively with internal and external team members on data compilation, analysis and quality of our dataset Proactively analyze and trouble shoot problems and issues associated with data Assess the critically of the issue and escalate for timely resolution, participate in solution of the issue
HOW YOU ARE QUALIFIED: Undergraduate degree in a quantitative/applied field with good academic credentials Ability to audit data across multiple systems to ensure alignment Intermediate to advanced Excel skills Experience in data mining, analysis, statistics and/or data manipulation a plus Ability to learn and apply technologies and tools Excellent organization, decision making and analytical skills Excellent verbal, written and interpersonal communication skills
",0,"Business Services"
"333","Data Entry Specialist","Ultimate","Save Job","
- Data entry experience with an ability to record data accurately - Experience of working in a fast paced office environment - Good IT skills with experience of using MS Outlook, Word and Excel - Experience of providing excellent customer service - High level of accuracy and attention to detail - Experience of working with confidential data - Evidence of ability to work co-operative with others to meet tight deadlines - Effective verbal and written communication skills including an ability to effectively deal with telephone and email enquiriesWe are an equal opportunity employer.


Data entry experience with an ability to record data accuratelyExperience of working in a fast paced office environmentGood IT skills with experience of using MS Outlook, Word and ExcelExperience of providing excellent customer serviceHigh level of accuracy and attention to detail
",0,"Media"
"334","Senior Data Developer","Kforce Technology","Save Job","
RESPONSIBILITIES:Kforce has a client that is seeking a Senior Data Developer for their office in Miami Gardens, Florida (FL).Responsibilities: Develop data mappings in SSIS, reports in SSRS for Dashboard
 Leveraging SQL Analysis Services to develop advanced analytics components and services to be used in Dashboard
 Will be writing various components in SSIS for advanced data formatting and rules injection
 Will be developing the Enterprise Relational Data store for several applications
 Corresponding Data Access Adapters (Stored Procedures, SQL Views)
 Develop and design database objects, tables, views, indexes, constraints, etc.
 Analyze query execution plans and optimize database code
 Define and implement data validation processes to ensure data accuracy
 Produce a detailed functional design and architectural document to match customer requirements
 Create stored procedures and functions to incorporate complex database algorithms
 Write and understand complex SQL queries for MS SQL, MYSQL, and NoSQL databases
 Define, document, and develop new or maintain existing interfaces between applications, databases, and third-party systems to meet business requirements
 Perform ad-hoc analysis of production data where necessary to develop solutions to reported incidents
 Effectively communicate with the appropriate internal and external business and technical customers for information gathering and follow up
 Designing and maintaining schema and databases for MySQL, MS SQL, and NoSQL
 Other duties as assigned and modified at manager's discretion


REQUIREMENTS: Bachelors' degree of Science in Computer Science, MIS, or Mathematics
 5+ years of ETL (Extract, Transform, and Load) coding experience in SQL
 3+ years of experience with MySQL, SQL Server
 2+ years of experience analyzing and develop Star Schema Designs
 Fluency with relational databases, including structure design, ad-hoc SQL queries, and stored procedures
 Experience in relational database design, optimization and performance with commercial-grade databases such as MySQL
 Experience with data dictionaries, data analysis and relational databases
 Familiarity with ERD tools (Erwin, data modelers)
 Ability to create conceptual, logical, physical data designs
 Ability to effectively query various database platforms to extract required information
 Proven understanding of SQL optimization (proper indexing and ability to interpret execution plans)
 Ability to understand business requirements and convert them into database designs
 Proven ETL development skills (SSIS, Informatica, or equivalent ETL tool)
 SSIS and / or Informatica development skill a definite plus
 Proven data modeling skills
 Fluent in English
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.",0,"Information Technology"
"335","BI Operations / Data Analyst","Kforce Technology","View 10 more","
RESPONSIBILITIES:Kforce Technology is currently seeking a BI Operations/Data Analyst to join our client based in San Diego, CA. Please see the skills and duties below and apply today!Duties: Collaborate with the Salesforce development team and Executive team to understand business problems and develop new analytics solutions that add business value
 Produce new and creative analytic reports using Tableau
 Prioritize business intelligence cases and write requirements documents for users
 Design and develop ETL processes using T-SQL and occasionally SQL Server Integration Services (SSIS)
 Assist with complex system integrations as necessary
 Assist with BI Solution architecture and performance tuning
 Develop, test and deliver error free data
 Perform requirements gathering and analysis
 Efficiently conduct Data Conversions from legacy software to Chirotouch or SmartCloud software using Excel, Microsoft Access, SQL Server and SSIS (SQL Server Integration Services)
 Perform other related duties as assigned or required


REQUIREMENTS: Advanced understanding of data visualization practices and methods
 Expert documentation and communication skills
 Ability to multi-task and prioritize according to project timelines
 2+ years developing Operations solutions
 Strong knowledge of SSIS and TSQL (3+ years)
 Solid understanding of the Kimball Method and advanced Data Warehousing methods
 Experience with Tableau
 Experience with Salesforce
 Prior experience leading data quality initiatives and researching new data sources is a plus
 Experience with Zuora Reporting is a plus
Qualified candidates must be presently authorized to work in the United States on a full-time basis. This company does not sponsor or transfer H1-visa individuals.Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.",0,"Information Technology"
"336","Senior Digital and Web Data Analyst","Kforce Technology","View 3 more","
RESPONSIBILITIES:Kforce has a client seeking an experienced and highly motivated Senior Digital and Web Data Analyst to join their team in Mountain View, California (CA).Job Summary:Come join the Talent Marketing and Programs team as a Digital Marketing and Web Analyst. Be the sole source of truth for data and help the team revolutionize the way we recruit the workforce of the future. You'll work with an awesome team and passionate and supportive leaders who champion the employment brand and marketing vision to help attract, develop, and retain awesome talent.You will influence and enable key decisions and strategies across the talent recruiting and marketing organizations. Help the team plan and evaluate the effectiveness of go to market strategy and end to end candidate experiences.Responsibilities: Collects data from multiple online, database and external agency sources to analyze advertising, digital media, social media, direct marketing campaigns and search engine optimization for all Talent Acquisition recruiting projects
 Builds, verifies, and provides analytics reports and dashboards for talent acquisition experiences, A / B testing, and rapid experiments
 Delivers reports and dashboards with interpretation; Contributes to the development of hypotheses, actions, and insights
 Ensure site tagging is optimized to provide crystal-clear visibility into the impact and value of new initiatives and product releases 
 Develop and implement sound data management practices
 Optimize data structure and architecture with existing and new systems
 Pursue data quality, troubleshoot data validation, and see issues to resolution 
 Provides guidance to business stakeholders on what data to capture, how to map data needs to business questions, and how to prioritize analysis work
 Develops new and better analytics approaches to solve questions in a creative way


REQUIREMENTS: Excel (must have)- need to know functions, pivot tables, etc.
 SQL experience is must have (basic / intermediate) - enhance existing SQL code, must be able to read and understand when and why it is utilized
 QlikView (TA Team uses this so another tool will not work) - dashboards -will not need to create/build dashboards but they have to be able to maintain. 
 Site Catalyst - must have - if we had to compromise, then Google Analytics but the preference is someone with Site Catalyst experience 
 MS Access is preferred and any working knowledge with databases is also good to have; For MS Access maintain macros, build queries in access 
 ATS (nice to have)
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.",0,"Information Technology"
"337","Business Data Analyst","GDH Consulting","View 1 more","
Business Data Analyst***Currently in need of Business Operations Database Analyst in Raleigh, NC***JOB DESCRIPTION:The Business Insight and Planning team deals with large amounts of data and is focused on finding innovative ways to present data and automating the various reporting processes. We are building new and enhancing existing applications to provide operational, customer and financial analysis, using Big Data/Analytics technologies.Role & Responsibilities Creation of new dashboards (Tableau and/or Qlik) as needed by the organization
Focus on automating the current reporting processes by finding ways to eliminate repetitive steps and manual efforts involved in report creation.
Analysis and interpretation of data in all of our focus areas
Solve challenging data mining and data sourcing problems
Collaborate with stakeholders on analysis and presentations
 REQUIRED SKILLS:Typically requires a BS/BA degree or equivalent
Experience working with visual analytics platforms (Tableau, Qlik, etc.)
Medium knowledge of Hadoop, Hive, and associated applications. (Hue, Sqoop, SQL, etc)
Medium to advance knowledge of R and Python programming,
Medium to advance knowledge of Microsoft Excel 
DESIRED SKILLS:

Early in career in the area of Computer Science ((Information Systems Management, Information Assurance, and Computer Technology will also be considered)
Demonstrable past job experience in automating processes.
Candidate must be hands-on: writing code, building dashboards, testing scenarios, automating processes, etc.
Analytical and problem solving-skills
Medium knowledge of statistics (descriptive, inferential, forecasting, etc.)
Strong oral and written communication skills
Adaptability and ability to learn quickly in high-pressure environments
The selected candidate must be able to work with minimum supervision
Interested candidates please send resume in Word format to [Click Here to Email Your Resumé] Please reference job code 46051 when responding to this ad.GDH Consulting, Inc. provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, genetic information, veteran's status or any other category protected by law. In addition to federal law requirements, GDH Consulting, Inc. complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities and/or employees. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, benefits and training.
",0,"Information Technology"
"338","Data Entry Clerk","Aerotek","View 68 more","
One of Aerotek's clients is looking to hire a Data Entry Clerk for a contract position.Summary:The main function of a data entry specialist is to operate data entry devices, such as a keyboard or computer, to verify and input data.A typical data entry specialist is responsible for accurate information documentation and personal project management. Technical skills include documentation skills and time management. Job Responsibilities: Read source documents such as canceled checks, sales reports, or bills, and enter data in specific data fields or onto tapes or disks for subsequent entry, using keyboards or scanners. Compile, sort and verify the accuracy of data before it is entered.��Qualifications:2 years data entry experienceRelevant��experience in Administration/clericalcandidates will be tested on data entry speed and accuracy(Testing Required)Summary: The main function of a data entry specialist is to operate data entry devices, such as a keyboard or computer, to verify and input data. A typical data entry specialist is responsible for accurate information documentation and personal project management. Technical skills include documentation skills and time management. Job Responsibilities: Read source documents such as canceled checks, sales reports, or bills, and enter data in specific data fields or onto tapes or disks for subsequent entry, using keyboards or scanners. Previous experience with computer applications, such as Microsoft Word and Excel. About Aerotek:Our people are everything. As a Best of Staffing® Client and Talent leader, Aerotek® Inc. has distinguished itself as a leader in recruiting and staffing services, by having a deep understanding of the intersection of talent and business. As a strategic partner to more than 17,000 clients and 300,000 contract employees every year, Aerotek's people-focused approach yields competitive advantages for its clients and rewarding careers for its contract employees. Headquartered in Hanover, Md., Aerotek operates a network of over 230 non-franchised offices with more than 6,000 internal employees dedicated to serving our customers. Aerotek is an operating company of Allegis Group, a global talent solutions provider. To learn more, visit aerotek.com.The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please call 888-237-6835 or email accommodation@aerotek .com for other accommodation options. However, if you have questions about this position, please contact the Recruiter located at the bottom of the job posting. The Recruiter is the sole point of contact for questions about this position.
",0,"Media"
"339","Data Warehouse Developer - Tigard, OR","Nigel Frank International US","View 1 more","
My client is looking to bring on a Data Warehouse Developer to their team in Tigard.Requirements:Data Warehouse development experience
Knowledge of Power BI
MS SQL Server 2016
Big Data experience a plus
Duties & Responsibilities:Dashboard & visualization development using SSRS & Power BI
Strong experience with MS BI Suite (SSIS, SSRS, SSAS)
Cube development with SSAS (tabular & multidimensional preferred)
Ability to communicate with others to translate requirements into BI Solutions
Understanding of data warehouse methodologies
Ability to work both within a team & independently
Strong data warehouse development
Scripting experience using T-SQL & C#
Experience in Hadoop, mongoDB, etc (a bonus)
Benefits:Unlimited PTO
Holiday Pay
Medical, Dental & Vision
401K + company match
Career advancement opportunities
This is an excellent opportunity for those looking for their next big move and wanting to work with the latest emerging technology in BI.Contact Kallie Elder for immediate consideration!Telephone: 818.356.8556Email: [Click Here to Email Your Resumé]MS BI / MS Business Intelligence / Microsoft BI / Microsoft Business Intelligence / BI / Business Intelligence / SSRS / SSAS / SSIS / SQL / T-SQL / MDXNigel Frank International is the global leader for Microsoft Dynamics recruitment, advertising more Intelligence / BI jobs than any other agency. We deal with both Microsoft Partners & End Users throughout North America. By specializing solely in placing candidates in the Microsoft Dynamics market I have built relationships with most of the key employers in North America and have an unrivalled understanding of where the best opportunities and Intelligence / BI jobs are.  I understand the need for discretion and would welcome the opportunity to speak to any Microsoft Intelligence / BI candidates that are considering a new career or job either now or in the future. Confidentiality is of course guaranteed. For information on the Microsoft Dynamics market and some of the opportunities and Intelligence / BI jobs that are available I can be contacted on 1-212-731-8282. Please see www.nigelfrank.com for more fantastic Microsoft Dynamics opportunities!  Nigel Frank International Inc. is acting as an Employment Agency in relation to this vacancy. 
",0,"Information Technology"
"340","Data Entry Clerk","Ref ID: 03720-0010115608 Classification: Data Entry Compensation: DOE Looking for a Data Entry Specialist role? OfficeTeam has a great opportunity in the Non-Profit industry. We are actively looking for a data-driven guru who has great attention to detail...","Philadelphia, PA","
Ref ID: 03720-0010115608Classification: Data EntryCompensation: DOELooking for a Data Entry Specialist role? OfficeTeam has a great opportunity in the Non-Profit industry. We are actively looking for a data-driven guru who has great attention to detail and looking to thrive in a rewarding, growing environment. You will be expected to have developed intermediate experience in Excel and proficiency in database management. Do you have lightning quick and accurate typing skills and impeccable organization? Then this is the opportunity for you! This short term temporary Data Entry Specialist role is based in the Philadelphia, Pennsylvania area. How you will make an impact - Working with and maintaining confidentiality of highly sensitive information - Preparing data for computer entry by assembling and organizing information; creating entry priorities - Continuing operations in accordance with policies and procedures; communicating needed changes - Following techniques and procedures for data program and meeting data entry requirements - Providing support for data entry and additional administrative tasks - Assisting with special projects as required - Processing customer and account source documents, reviewing data and detecting deficiencies


- Be able to prioritize workload and perform in a fast paced and challenging environment - Demonstrated typing accuracy of at least 65 words per minute - Word and customer database systems experience highly valued - Strong communication and social skills and able to receive criticism well - Numeric data entry experience - Alphanumeric data entry experience - Strong familiarity with Microsoft ExcelOfficeTeam is the world's leader in professional staffing for office support jobs, focusing exclusively on the temporary and temporary-to-full-time placement of professionals in the administrative field. We are faster at finding you work because of the depth of our client network. Specifically, our professional staffing managers connect with thousands of hiring managers in North America every week to find your office support job opportunities. We evaluate all of our OfficeTeam temporaries' skills and match them with the needs of top employers in their area.Apply for this job now or contact us today at 888.981.6731 for additional information.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2017 OfficeTeam. A Robert Half Company. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
",0,"Media"
"341","Data Entry Specialist","OfficeTeam","View 70 more","
Ref ID: 01240-9500827149Classification: Account Executive/Staffing ManagerCompensation: $11.25 to $14.52 per hourOfficeTeam is seeking a highly skilled Data Entry Specialist for an opportunity in the San Bernardino area. The Data Entry Specialist must be able to demonstrate proficiency using Microsoft Word and Excel, and perform advanced computer operations. Responsibilities of the Data Entry Specialist include: - Resolving data discrepancies - Updating new customer account information - Attaching contract data to customer files - Processing order requests Submit resumes to either [Click Here to Email Your Resumé] or [Click Here to Email Your Resumé] to apply for the Data Entry Specialist position


- Advanced Microsoft Office skills - SAP experience preferred - Advanced Data Entry Alphanumeric - Strong attention for detailOfficeTeam is the world's leader in professional staffing for office support jobs, focusing exclusively on the temporary and temporary-to-full-time placement of professionals in the administrative field. We are faster at finding you work because of the depth of our client network. Specifically, our professional staffing managers connect with thousands of hiring managers in North America every week to find your office support job opportunities. We evaluate all of our OfficeTeam temporaries' skills and match them with the needs of top employers in their area.Apply for this job now or contact us today at 888.981.6731 for additional information.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2017 OfficeTeam. A Robert Half Company. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
",0,"Media"
"342","Data Specialist","ettain group","Save Job","
Job Summary
Further your career by working with a large healthcare company in the Charlotte area! ettain group’s client has an immediate need for a Data Specialist. US Citizens and all other parties authorized to work in the US are encouraged to apply.  We are unable to sponsor H1B Visa’s at this time.
Data Specialist’s Job Responsibilities
The primary function of this role is to perform analysis on all data to ascertain if it is correct prior to releasing to the membership; investigate questionable data and the source of the issue; report and resolve issues for both the Sourcing and Contract Management areas.  

Data Specialist’s Job Requirements
AA in Business-related or healthcare degree; Bachelor's preferred:
2 years related experience
Experience and knowledge with relational databases, data quality, data analytics, purchasing agreements, contract language 
Data Specialist’s Job Key Words
Data, Excel, contracts, purchasing
Data Specialist’s Job Location
Charlotte, NC
ettain group
ettain group is the talent solutions company dedicated to the best match for people and employment opportunities in IT, healthcare IT and digital creative. Top employers and highly skilled talent throughout the U.S. select ettain group for an unparalleled recruitment experience. Our culture empowers teams to deliver with flexibility based on market intelligence. We recruit resources, own projects and manage programs to offer a wide range of IT development and talent solutions to our clients and candidates. To learn more about ettain group visit ettaingroup.com. To explore job opportunities with ettain group, visit ettaingroup.com/job-board.aspx. Apply Now
",0,"Business Services"
"343","Data Entry Clerk - Bachelor Degree Required","Bartech Group","View 2 more","
Job Description   If you are an experienced Data Entry Clerk - Bachelor Degree Required looking for a position with a leading company, Bartech can help! We are a leading staffing firm and our clients include some of the nation’s biggest companies. Our client has a need for a Data Entry Clerk - Bachelor Degree Required. This is a contract position; however it is not uncommon for assignments to transition into permanent positions with our client companies. If you have the background we are looking for, and you are interested in an opportunity to get your foot in the door with leading company, we want to talk with you!  Data Entry Clerk - Bachelor Degree Required          Job Responsibilities                                               Your specific duties as a Data Entry Clerk - Bachelor Degree Required will include:  Position is to provide supplemental resource for coordination of a user access review process We will need this person to be able to use Excel (intermediate skill level - experience with lookups is needed) They will also be using SharePoint so, some experience with share point would be helpful Enters alpha and numeric data into spreadsheets and/or the mainframe The employees work either on individual projects, or a series of discrete tasks that demand data be transferred from one form into another Data must be entered quickly and accurately; data must be transcribed, interpreted, and verified for correctness   Data Entry Clerk - Bachelor Degree Required Job Requirements As a Data Entry Clerk - Bachelor Degree required you must represent our company well by being responsible, punctual and motivated to go above and beyond the call of duty. You must also be highly detail-oriented and organized with excellent analytic and problem-solving abilities. It is also important that you display excellent verbal and written communication and interpersonal skills. Bachelor Degree in Accounting/Finance required 3-5 years of experience Intermediate Excel experience (VLOOKUPS, Pivot tables, etc.) Accounting and/or coding skills that require keying into a database are necessary, as is some degree of clerical work Also, proficiency in the appropriate computer programs, such as word processing and spreadsheets is essential     Data Entry Clerk - Bachelor Degree Required Benefits  As a Data Entry Clerk - Bachelor Degree Required with Bartech, you will be working through an established and respected staffing organization with 39 years of serving as a trusted partner to our client companies. We are dedicated to providing our talent with personal, responsive attention, and will assign an employee care representative to answer any questions or concerns that you might have. Depending upon the client, the assignment and your performance, you can find potential opportunities for direct employment. Your hard work and professional dedication will be rewarded with competitive compensation, including benefits. Available benefits for Data Entry Clerk - Bachelor Degree Required Position include (but are not limited to): Exceptional medical, dental, and vision 401(k) Paid time off, including holidays Make the most of your experience! Apply now!  Applicant must be eligible to work in the US for immediate opening. Keywords: Data Entry, Accounting, Excel, VLOOKUP, SharePoint                                                 
",0,"Finance"
